open,high,low,close,tick_volume,spread,real_volume,ema_12,ema_26,macd,signal_line,adx,ichimoku_leading_span_a,ichimoku_leading_span_b
1.07158,1.07248,1.07156,1.07184,1580,0,0,1.0712073404416684,1.0711195836829632,8.775675870520416e-05,-0.0001795742738234,26.67472597103301,1.070795,1.07268
1.07185,1.07194,1.07145,1.0716,873,0,0,1.071267749604489,1.0711551700768178,0.0001125795276708,-0.0001211435135245,25.53676178437666,1.070795,1.07268
1.07161,1.07242,1.07152,1.07234,1696,0,0,1.0714327112037982,1.0712429352563129,0.0001897759474853,-5.895962132256597e-05,25.0956593209367,1.070795,1.07268
1.07235,1.07314,1.07227,1.0725,1675,0,0,1.071596909480137,1.0713360511632526,0.0002608583168843,5.0039663188237386e-06,25.46323118608464,1.071125,1.07268
1.07251,1.07328,1.07214,1.07241,2637,0,0,1.0717220003293466,1.0714156029289377,0.0003063974004089,6.52826531368474e-05,25.941461623241008,1.071195,1.07268
1.07244,1.07272,1.07074,1.07146,3581,0,0,1.07168169258637,1.0714188916008682,0.0002628009855019,0.0001047863196098,24.22999946102996,1.07119,1.07268
1.07148,1.0715,1.06952,1.06994,3330,0,0,1.0714137398807746,1.071309344074878,0.0001043958058966,0.0001047082168672,23.643287490507664,1.070885,1.07268
1.06994,1.07012,1.06894,1.06922,2128,0,0,1.0710762414375783,1.0711545778471092,-7.833640953069931e-05,6.809929158762751e-05,23.595574875326115,1.07074,1.07268
1.06922,1.06996,1.06826,1.06978,2089,0,0,1.070876819677951,1.071052757265842,-0.0001759375878909,1.9291915691918502e-05,24.072369857506168,1.07057,1.07259
1.06978,1.07003,1.06763,1.06769,2013,0,0,1.070386539727497,1.070803664135039,-0.0004171244075419,-6.799134895485231e-05,24.945145520384617,1.0704125,1.07259
1.06769,1.06839,1.0667,1.06707,2745,0,0,1.0698763028463436,1.0705270964213325,-0.0006507935749886,-0.0001845517941616,26.3048139236615,1.06999,1.0722
1.06706,1.06829,1.06693,1.06726,2978,0,0,1.069473794716137,1.0702850892790114,-0.0008112945628744,-0.0003099003479041,27.56736315527575,1.06999,1.0720999999999998
1.06725,1.06912,1.0671,1.06908,3035,0,0,1.0694132109136545,1.070195823406492,-0.0007826124928378,-0.0004044427768909,27.59763441841078,1.06999,1.0719
1.06907,1.06969,1.06847,1.06945,2527,0,0,1.069418870773092,1.0701405772282335,-0.0007217064551414,-0.000467895512541,26.931869839993546,1.06985,1.0719
1.06944,1.06978,1.06874,1.06884,1652,0,0,1.0693298137310778,1.0700442381742905,-0.0007144244432124,-0.0005172012986753,26.20601737616386,1.069545,1.0719
1.06885,1.06886,1.06823,1.06858,1186,0,0,1.0692144577724505,1.0699357760873058,-0.0007213183148553,-0.0005580247019113,25.9609120277591,1.0692,1.07084
1.06859,1.06963,1.06848,1.0694,1125,0,0,1.069243002730535,1.0698960889697275,-0.0006530862391924,-0.0005770370093675,24.81261265664929,1.0691775,1.06999
1.06941,1.06961,1.06904,1.06919,1081,0,0,1.0692348484642988,1.069843786083081,-0.0006089376187821,-0.0005834171312504,23.74633466919017,1.0691775,1.06999
1.06922,1.06933,1.06903,1.06924,641,0,0,1.0692356410082529,1.069799061188038,-0.000563420179785,-0.0005794177409573,22.766381915057075,1.069115,1.06999
1.06923,1.06945,1.06895,1.06941,140,2,0,1.0692624654685217,1.0697702418407755,-0.000507776372254,-0.0005650894672167,21.69928230177865,1.0691725,1.06999
1.06938,1.06953,1.06936,1.0695,272,0,0,1.0692990092425951,1.0697502239266443,-0.0004512146840491,-0.0005423145105832,20.599403756115148,1.0692149999999998,1.06999
1.06948,1.06991,1.06924,1.06988,657,0,0,1.069388392436042,1.069759836969115,-0.0003714445330731,-0.0005081405150811,19.19052713175003,1.06953,1.06999
1.06988,1.07044,1.06975,1.07004,1343,0,0,1.069488639753574,1.0697805897862176,-0.0002919500326437,-0.0004649024185936,18.53412203603464,1.0696625000000002,1.06999
1.07005,1.07013,1.0693,1.06964,1741,0,0,1.0695119259453316,1.0697701757279792,-0.0002582497826475,-0.0004235718914044,17.314542490666906,1.0696625000000002,1.06999
1.06965,1.06967,1.06888,1.0693,1379,0,0,1.0694793219537422,1.069735347896277,-0.0002560259425348,-0.0003900627016305,16.498138651009434,1.069725,1.06999
1.0693,1.06937,1.06896,1.06929,1422,0,0,1.0694501954993203,1.0697023591632195,-0.0002521636638992,-0.0003624828940842,15.740049371327496,1.069825,1.06999
1.06928,1.06956,1.06893,1.06905,857,0,0,1.0693886269609634,1.0696540362622404,-0.000265409301277,-0.0003430681755228,14.759363476823504,1.069825,1.06999
1.06904,1.06905,1.06834,1.06851,1305,0,0,1.0692534535823537,1.0695692928354077,-0.000315839253054,-0.000337622391029,14.611816593721048,1.06969,1.06999
1.06848,1.06862,1.06729,1.06766,2276,0,0,1.069008306877376,1.069427863736489,-0.0004195568591125,-0.0003540092846457,15.552649397853544,1.0694275000000002,1.06999
1.06765,1.06865,1.06683,1.06843,2587,0,0,1.068919336588549,1.069353947904156,-0.000434611315607,-0.000370129690838,16.815194898579286,1.0693125,1.06999
1.06842,1.06934,1.06792,1.0693,2068,0,0,1.0689779001903106,1.069349951763107,-0.0003720515727967,-0.0003705140672297,16.95437418708328,1.0691725,1.06999
1.06935,1.06977,1.06901,1.06962,2290,0,0,1.0690766847764166,1.0693699553362104,-0.0002932705597937,-0.0003550653657425,16.507476811406015,1.06879,1.06999
1.06964,1.07186,1.06963,1.0715,2043,0,0,1.0694495025031217,1.069527736422417,-7.823391929528967e-05,-0.0002996990764531,16.637937275731808,1.0693125,1.06999
1.0715,1.0723,1.0713,1.07156,2173,0,0,1.0697741944257184,1.069678274465201,9.591996051749874e-05,-0.0002205752690589,17.086460614299366,1.0695325,1.06999
1.07154,1.0718,1.07053,1.07162,2376,0,0,1.0700581645140694,1.0698221059862971,0.0002360585277723,-0.0001292485096927,16.6631324696566,1.0695325,1.06999
1.0716,1.07388,1.07141,1.07371,2995,0,0,1.0706199853580587,1.0701100981354603,0.0005098872225983,-1.421363234510936e-06,17.651432736503118,1.0703225,1.07029
1.07372,1.07397,1.07031,1.07078,5144,0,0,1.0706446029952803,1.0701597204957969,0.0004848824994838,9.583940930916386e-05,17.54095499026959,1.0704,1.070335
1.07078,1.07106,1.06951,1.07014,2880,0,0,1.0705669717652373,1.0701582597183303,0.0004087120469069,0.0001584139368287,16.77887815357964,1.0704,1.070335
1.07012,1.07066,1.06928,1.06932,2149,0,0,1.070375129955201,1.0700961664058617,0.0002789635493392,0.0001825238593308,15.887800830618437,1.0706725,1.070335
1.06932,1.06996,1.0691,1.06989,2087,0,0,1.0703004945774774,1.070080894820242,0.0002195997572354,0.0001899390389117,14.912481635023822,1.070945,1.070335
1.06988,1.07034,1.06974,1.07024,1525,0,0,1.070291187719404,1.0700926803891129,0.000198507330291,0.0001916526971875,14.30837564549984,1.0709675,1.070335
1.07025,1.07053,1.06936,1.06937,1621,0,0,1.0701494665318032,1.0700391485084375,0.0001103180233654,0.0001753857624231,13.409530039838277,1.0709675,1.070335
1.06942,1.07,1.06938,1.0699,811,0,0,1.070111087065372,1.0700288412115164,8.224585385563365e-05,0.0001567577807096,12.57488769172397,1.0709675,1.070335
1.06974,1.06988,1.0693,1.06984,185,3,0,1.070069381363007,1.0700148529736262,5.452838938091453e-05,0.0001363119024439,11.721875282775995,1.0709675,1.070335
1.06988,1.07016,1.06976,1.06995,772,0,0,1.0700510149994675,1.070010049049654,4.096594981350954e-05,0.0001172427119178,11.205768218523428,1.0709675,1.070335
1.06995,1.07073,1.06967,1.0707,838,0,0,1.0701508588457034,1.0700611565274576,8.970231824578789e-05,0.0001117346331834,11.262349978390471,1.07024,1.070335
1.07074,1.07101,1.07063,1.07086,1275,0,0,1.070259957484826,1.0701203301180162,0.0001396273668097,0.0001173131799086,11.565663869358882,1.0702275,1.070335
1.07085,1.07102,1.0703,1.07088,1845,0,0,1.0703553486410065,1.070176601961126,0.0001787466798803,0.000129599879903,11.449670479378929,1.07023,1.070335
1.07089,1.07116,1.07065,1.07068,1426,0,0,1.070405295003929,1.0702138907047465,0.0001914042991821,0.0001419607637588,11.480555086951266,1.070315,1.070335
1.07066,1.07109,1.0706,1.07084,1119,0,0,1.070472172695632,1.0702602691710617,0.0002119035245702,0.0001559493159211,11.443555610831584,1.070315,1.070335
1.07084,1.07136,1.07056,1.07116,1188,0,0,1.070577992280919,1.070326915899131,0.0002510763817882,0.0001749747290945,11.699290629730116,1.070365,1.070335
1.07116,1.07174,1.07091,1.07103,1531,0,0,1.0706475319300086,1.0703789962028991,0.0002685357271094,0.0001936869286975,12.32925178858988,1.07046,1.070335
1.07102,1.07191,1.07076,1.07112,2099,0,0,1.070720219325392,1.0704338853730548,0.0002863339523371,0.0002122163334254,13.085740148640284,1.070595,1.070335
1.07112,1.07131,1.07011,1.07131,2751,0,0,1.0708109548137932,1.0704987827528285,0.0003121720609646,0.0002322074789333,12.816766063444826,1.070595,1.070335
1.07131,1.07302,1.07099,1.07266,2475,0,0,1.0710954233039789,1.0706588729192856,0.0004365503846932,0.0002730760600852,14.11278890355344,1.0709825,1.070335
1.0727,1.07338,1.0721,1.07289,2398,0,0,1.0713715120264435,1.070824141591931,0.0005473704345124,0.0003279349349707,15.569365450531416,1.071345,1.070335
1.07292,1.0733,1.07262,1.073,1395,0,0,1.07162204863776,1.070985316288825,0.0006367323489349,0.0003896944177635,16.921900815582394,1.0716175,1.070335
1.07296,1.0739,1.07239,1.07358,1996,0,0,1.0719232719242584,1.0711775150822451,0.000745756842013,0.0004609069026134,18.60009385265069,1.07177,1.070335
1.07358,1.07589,1.07334,1.07471,4079,0,0,1.0723519993205264,1.0714391806317087,0.0009128186888176,0.0005512892598543,21.196010915279057,1.0727475,1.071295
1.07469,1.07692,1.07421,1.07656,4067,0,0,1.0729993840404457,1.0718185005849157,0.00118088345553,0.0006772080989894,23.991537165914767,1.0732625,1.0718100000000002
1.07656,1.07759,1.07618,1.07693,3649,0,0,1.0736040941880691,1.072197130171218,0.0014069640168512,0.0008231592825618,26.80647619803721,1.0735975,1.072145
1.07694,1.07835,1.07672,1.07788,2714,0,0,1.0742619258514432,1.0726180834918686,0.0016438423595745,0.0009872958979643,29.64597962131818,1.0739775,1.072525
1.07788,1.07871,1.07772,1.07848,2205,0,0,1.0749108603358366,1.073052299529508,0.0018585608063286,0.0011615488796372,32.38339178370669,1.0743775,1.07277
1.07845,1.07858,1.07778,1.07781,1583,0,0,1.0753568818226311,1.0734047217865814,0.0019521600360496,0.0013196711109197,34.9252745059246,1.074655,1.07277
1.07782,1.07826,1.07779,1.07792,1592,0,0,1.0757512076960725,1.0737391868394273,0.0020120208566452,0.0014581410600648,37.28559417655551,1.0747274999999998,1.07277
1.07793,1.07799,1.07737,1.07791,1374,0,0,1.0760833295889844,1.0740481359624328,0.0020351936265516,0.0015735515733621,38.78274191547,1.0747775000000002,1.07277
1.0779,1.07832,1.07789,1.07832,603,0,0,1.0764274327291408,1.074364570335586,0.0020628623935547,0.0016714137374007,40.31222490139477,1.075015,1.07277
1.07805,1.07843,1.07789,1.07817,309,5,0,1.0766955200015806,1.0746464540144314,0.0020490659871492,0.0017469441873504,41.77933453456208,1.0752325,1.07277
1.07828,1.07844,1.07816,1.07839,528,0,0,1.0769562092321068,1.0749237537170662,0.0020324555150406,0.0018040464528884,43.14615688990582,1.075725,1.07277
1.0784,1.07852,1.07818,1.07819,828,0,0,1.077146023196398,1.0751656978861723,0.0019803253102257,0.0018393022243559,44.45357896489973,1.0759525,1.07277
1.07823,1.07851,1.07814,1.07821,1370,0,0,1.0773097119354138,1.075391201746456,0.0019185101889578,0.0018551438172762,45.5832038063641,1.0761150000000002,1.07277
1.07821,1.0785,1.07798,1.07807,1721,0,0,1.0774266793299656,1.0755896312467184,0.0018370480832472,0.0018515246704704,46.28222357603367,1.0761925,1.07277
1.07808,1.07809,1.07758,1.07769,1223,0,0,1.0774671902022788,1.0757452141173318,0.0017219760849469,0.0018256149533657,46.0874677058488,1.0761775,1.07277
1.07768,1.07802,1.07766,1.07778,954,0,0,1.0775153147865435,1.0758959389975296,0.0016193757890139,0.0017843671204954,45.90662296924857,1.0761775,1.07277
1.07777,1.07786,1.07747,1.07753,820,0,0,1.077517574050152,1.0760169805532682,0.0015005934968839,0.0017276123957731,45.32644676005712,1.0762025,1.07277
1.07753,1.0784,1.07752,1.0778,1224,0,0,1.0775610241962823,1.076149056067841,0.0014119681284414,0.0016644835423067,45.274639865089206,1.0762025,1.07277
1.07786,1.07822,1.07726,1.07788,2193,0,0,1.0776100973968543,1.0762772741368898,0.0013328232599645,0.0015981514858383,44.67126717324605,1.07615,1.07277
1.07787,1.07797,1.07676,1.07756,2879,0,0,1.077602390105031,1.0763722908674906,0.00123009923754,0.0015245410361786,43.131867102744174,1.076025,1.07277
1.07755,1.07758,1.07594,1.07634,2556,0,0,1.0774081762427183,1.0763698989513804,0.0010382772913379,0.0014272882872105,40.38031456359028,1.0758175,1.07277
1.07635,1.07683,1.07582,1.07586,1956,0,0,1.0771699952823002,1.0763321286586855,0.0008378666236146,0.0013094039544913,37.652361224832944,1.076005,1.07277
1.07587,1.07628,1.07566,1.07613,1891,0,0,1.0770099960081,1.0763171561654497,0.0006928398426504,0.0011860911321231,35.04132676567939,1.0762175,1.07277
1.07613,1.07817,1.07602,1.07733,2022,0,0,1.0770592273914694,1.0763921816346755,0.0006670457567938,0.0010822820570573,34.556736012012074,1.0762900000000002,1.073315
1.07733,1.0784,1.07635,1.0767,3383,0,0,1.0770039616389355,1.07641498299507,0.0005889786438657,0.000983621374419,34.29461329215049,1.0762900000000002,1.07386
1.0767,1.07752,1.07615,1.0771,3237,0,0,1.077018736771407,1.076465724995435,0.000553011775972,0.0008974994547296,33.74092414585182,1.0765275,1.073905
1.07709,1.07733,1.07538,1.07568,3266,0,0,1.0768127772681135,1.0764075231439214,0.0004052541241921,0.0007990503886221,32.13342914039897,1.076675,1.073905
1.07568,1.07598,1.07468,1.0748,2563,0,0,1.0765031192268653,1.0762884473554828,0.0002146718713824,0.0006821746851741,29.87691865899618,1.0766175,1.073905
1.07475,1.07525,1.07435,1.07483,1663,0,0,1.076245716268886,1.0761804142180396,6.530205084631646e-05,0.0005588001583086,28.144003084346263,1.0764525,1.073905
1.07482,1.07523,1.07463,1.07486,1224,0,0,1.0760325291505957,1.076082605757444,-5.007660684830384e-05,0.0004370248052772,26.53486719359992,1.0764525,1.073905
1.07488,1.07508,1.0746,1.07498,1070,0,0,1.0758706015889654,1.0760009312568926,-0.0001303296679271,0.0003235539106363,25.076736854736986,1.0764200000000002,1.073905
1.07498,1.0751,1.0743,1.07442,1075,0,0,1.07564743211374,1.0758838252378635,-0.0002363931241236,0.0002115645036843,24.088051513513484,1.07638,1.073905
1.0744,1.07499,1.0744,1.07491,767,0,0,1.0755339810193183,1.0758116900350587,-0.0002777090157402,0.0001137097997994,23.169986553805945,1.07638,1.073905
1.07462,1.07485,1.0745,1.0745,308,2,0,1.0753749070163463,1.0757145278102396,-0.000339620793893,2.304368106094896e-05,22.317497662648947,1.07616,1.074005
1.07458,1.07493,1.07432,1.0745,591,0,0,1.075240305936909,1.075624562787259,-0.0003842568503502,-5.841642522129322e-05,21.7745816724209,1.0761125,1.074005
1.07449,1.07516,1.07439,1.075,609,0,0,1.0752033357927688,1.0755782988770917,-0.0003749630843228,-0.0001217257570416,20.850842279622103,1.075775,1.074005
1.07502,1.07506,1.07444,1.07456,919,0,0,1.0751043610554198,1.0755028693306403,-0.0003985082752206,-0.0001770822606774,19.99308427202322,1.0755925,1.074005
1.07452,1.0746,1.07362,1.07369,1485,0,0,1.0748867670468938,1.075368582713556,-0.0004818156666621,-0.0002380289418743,20.334361004067823,1.075245,1.07419
1.07369,1.07386,1.07331,1.07386,1269,0,0,1.0747288028858333,1.0752568358458852,-0.0005280329600518,-0.0002960297455098,21.008147877390154,1.07507,1.07419
1.07382,1.07415,1.07364,1.07409,962,0,0,1.074630525518782,1.0751704035610048,-0.0005398780422227,-0.0003447994048524,21.05250248086393,1.0750449999999998,1.07441
1.07408,1.07444,1.07391,1.0741,1006,0,0,1.0745489062082,1.0750911144083375,-0.0005422082001376,-0.0003842811639094,20.54405063225669,1.0750449999999998,1.07441
1.0741,1.07504,1.07406,1.07492,1437,0,0,1.074605997560785,1.0750784392669794,-0.0004724417061947,-0.0004019132723665,19.0867685086557,1.0750449999999998,1.07441
1.07494,1.07536,1.07456,1.07491,1604,0,0,1.0746527671668178,1.0750659622842402,-0.0004131951174224,-0.0004041696413777,18.206182748730527,1.075095,1.07441
1.07486,1.07724,1.07442,1.07696,2686,0,0,1.0750077260642306,1.0752062613742963,-0.0001985353100659,-0.0003630427751153,19.3557894103214,1.075565,1.07441
1.07696,1.0784,1.07679,1.07771,2815,0,0,1.0754234605158874,1.075391723494719,3.173702116843202e-05,-0.0002840868158586,21.193250912061053,1.075855,1.07441
1.07771,1.07901,1.07746,1.07854,2323,0,0,1.075902928128828,1.0756249291617768,0.0002779989670511,-0.0001716696592766,23.2329763453924,1.07616,1.07456
1.07855,1.07876,1.07676,1.07728,2257,0,0,1.0761147853397774,1.0757475270016452,0.0003672583381322,-6.388405979487924e-05,24.11002905638266,1.07616,1.07456
1.07727,1.07757,1.07614,1.07629,1839,0,0,1.07614174144135,1.0757877101867086,0.0003540312546415,1.9699003092398003e-05,24.119611264189697,1.0762425,1.0750000000000002
1.07628,1.07714,1.07606,1.07663,2382,0,0,1.076216858142681,1.0758501020247302,0.0003667561179507,8.91104260640752e-05,24.027142646147613,1.07631,1.075555
1.07662,1.07716,1.07431,1.07532,3104,0,0,1.076078879966884,1.0758108352080835,0.0002680447588003,0.0001248972926113,22.54071257869464,1.0763475,1.0757
1.07532,1.07616,1.07451,1.07471,3272,0,0,1.0758682830489017,1.0757292918593366,0.000138991189565,0.000127716072002,21.160456087488303,1.07641,1.0757
1.07472,1.07568,1.07446,1.07461,2541,0,0,1.0756747010413783,1.0756463813512376,2.8319690140943266e-05,0.0001078367956298,19.92701981729965,1.07641,1.07616
1.0746,1.07518,1.07438,1.07486,1685,0,0,1.075549362419628,1.0755881308807755,-3.876846114758692e-05,7.851574427436561e-05,18.86323086864337,1.07641,1.07616
1.07487,1.07542,1.0745,1.07536,1520,0,0,1.075520229739685,1.0755712322970143,-5.100255732926051e-05,5.261208395364038e-05,17.59814682114463,1.07641,1.07616
1.07536,1.07592,1.07504,1.0756,1282,0,0,1.0755325020874258,1.0755733632379765,-4.086115055046413e-05,3.391743705281948e-05,16.812082816925614,1.0763475,1.07616
1.07562,1.07634,1.07561,1.07602,1293,0,0,1.0756075017662834,1.0756064474425706,1.0543237127791372e-06,2.7344814384811413e-05,16.51437319780698,1.07605,1.07616
1.07604,1.07604,1.07577,1.07578,622,0,0,1.075634039956086,1.0756193031875654,1.4736768520595687e-05,2.482320521196827e-05,16.237928551482533,1.0759474999999998,1.07616
1.07545,1.07574,1.07529,1.07566,212,8,0,1.075638033808996,1.0756223177662645,1.5716042731650504e-05,2.300177271590472e-05,15.34500798086792,1.0759474999999998,1.07616
1.07565,1.07614,1.07565,1.07602,552,0,0,1.0756967978383811,1.075651775709504,4.502212887724788e-05,2.7405843948173352e-05,14.971472195282272,1.0757599999999998,1.07616
1.076,1.07644,1.07594,1.07622,858,0,0,1.07577729047863,1.0756938663976887,8.342408094130782e-05,3.860949134680025e-05,14.95076772214018,1.075785,1.07616
1.07623,1.07668,1.07596,1.07604,1087,0,0,1.0758177073280717,1.0757195059237858,9.820140428562496e-05,5.05278739345652e-05,15.187075195618355,1.0758450000000002,1.07616
1.07606,1.07684,1.07596,1.07676,1740,0,0,1.075962675431445,1.075796579559061,0.0001660958723841,7.364147362448059e-05,15.577133920306151,1.0759150000000002,1.07616
1.07677,1.07756,1.07661,1.07744,1220,0,0,1.0761899561342996,1.0759183144065378,0.0002716417277617,0.0001132415244519,16.64248238690586,1.07623,1.07616
1.07744,1.078,1.07742,1.0779,1252,0,0,1.0764530398059458,1.0760651059319797,0.0003879338739662,0.0001681799943548,18.006487889150215,1.0764025,1.07616
1.0779,1.07831,1.07762,1.07821,871,0,0,1.0767233413742616,1.076223986974055,0.0004993544002065,0.0002344148755251,19.521703153249277,1.0765625,1.07616
